Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Ram Achal Rajbhar,SP, 4 ,Graduate,67,Akbarpur + Ambedkar Nagar,16817299,0
Suresh Kumar,Moulik Adhikar Party,0,Graduate,37,Akbarpur + Ambedkar Nagar,1019350,0
Amarnath Pandey,AAP,0,10th Pass,43,Tiloi + Amethi,20886000,0
Harinam Singh,IND,0,8th Pass,51,Tiloi + Amethi,1949216,171879
Manoj Kumar,Akhil Bhartiya Jansatta Party,0,Graduate,55,Tiloi + Amethi,1543887,0
Mayankeshwar Sharan Singh,BJP, 3 ,Graduate,51,Tiloi + Amethi,580703047,2755204
Mohd Masoom,IND,0,12th Pass,33,Tiloi + Amethi,161000,0
Mohd Naim,SP, 2 ,10th Pass,59,Tiloi + Amethi,11465289,0
Mukesh Kumar,IND,0,Graduate,37,Tiloi + Amethi,3152337,7902274
Pradeep Singhal,INC, 2 ,Graduate,48,Tiloi + Amethi,63074910,11105063
Raghuvansh,BSP,0,8th Pass,42,Tiloi + Amethi,5098270,1600000
Rajkumar,IND,0,Post Graduate,47,Tiloi + Amethi,897394,0
Ram Snehi,Rashtriya Samaj Paksha,0,5th Pass,54,Tiloi + Amethi,75000,0
Sandeep Kumar,IND,0,Literate,25,Tiloi + Amethi,51000,0
Sudhir Kumar Singh,IND,0,10th Pass,35,Tiloi + Amethi,17309972,713191
Babulal,India Praja Bandhu Party,0,Post Graduate,35,Jagdishpur (Sc) + Amethi,212000,0
Dinesh Kumar,JD(U),0,8th Pass,34,Jagdishpur (Sc) + Amethi,645000,0
Harishchandra,IND,0,Illiterate,52,Jagdishpur (Sc) + Amethi,5390000,0
Jitendar Kumar,BSP,0,Graduate,31,Jagdishpur (Sc) + Amethi,6084179,0
Mahendra Rawat,IND,0,Post Graduate,29,Jagdishpur (Sc) + Amethi,2694000,0
Putti Lal,IND,0,10th Pass,45,Jagdishpur (Sc) + Amethi,634000,0
Shushil Kumar,IND,0,12th Pass,30,Jagdishpur (Sc) + Amethi,236000,0
Siyaram,Vikassheel Insaan Party,0,8th Pass,40,Jagdishpur (Sc) + Amethi,2613000,65000
Suresh Kumar,BJP,0,12th Pass,40,Jagdishpur (Sc) + Amethi,15757726,1200000
Tilak Raj,AAP,0,Post Graduate,40,Jagdishpur (Sc) + Amethi,2880000,0
Vijay Kumar,INC, 4 ,8th Pass,41,Jagdishpur (Sc) + Amethi,5722000,152949
Vimlesh Kumari,SP,0,Post Graduate,51,Jagdishpur (Sc) + Amethi,5791200,0
Chandra Prakash Mishra Matiyari,BJP, 10 ,Graduate Professional,51,Gauriganj + Amethi,119397824,9386000
Chaudhary Nafees Ahamad,Jansatta Dal Loktantrik, 1 ,Graduate,41,Gauriganj + Amethi,10279935,0
Fateh Bahadur,INC,0,10th Pass,42,Gauriganj + Amethi,16279113,0
Hari Baksh,IND,0,12th Pass,53,Gauriganj + Amethi,2941419,70000
Mohd. Hasan Lahri,Lok Dal,0,8th Pass,41,Gauriganj + Amethi,2500000,0
Rakesh Pratap Singh,SP, 4 ,10th Pass,49,Gauriganj + Amethi,29771473,3797901
Ramlakhan,BSP, 2 ,Graduate,56,Gauriganj + Amethi,19600000,0
Sarita,IND,0,8th Pass,51,Gauriganj + Amethi,19600000,0
Shiv Prasad,AAP,0,Post Graduate,68,Gauriganj + Amethi,18175000,0
Anju Pal,Rashtra Uday Party,0,Post Graduate,26,Amethi + Amethi,91000,0
Anurag,AAP,0,Graduate,30,Amethi + Amethi,4750000,35000
Ashish Shukla,INC, 2 ,Post Graduate,61,Amethi + Amethi,40610021,18697633
Ashok Kumar,IND,0,Literate,42,Amethi + Amethi,765000,0
Dr.Sanjay Singh,BJP,0,Doctorate,70,Amethi + Amethi,504828241,0
Krishna Kumar,Jan Adhikar Party,0,Post Graduate,35,Amethi + Amethi,902523,0
Maharaji Prajapati,SP,0,Literate,51,Amethi + Amethi,95592804,24549391
Pawan,IND,0,12th Pass,34,Amethi + Amethi,330000,0
Pradeep Kumar,Rashtriya Democratic Front,0,Doctorate,49,Amethi + Amethi,1215000,0
Ragini,BSP,0,Post Graduate,46,Amethi + Amethi,36624847,0
Raju,Vikassheel Insaan Party,0,8th Pass,40,Amethi + Amethi,2687500,0
Ramraj,Moulik Adhikar Party,0,5th Pass,57,Amethi + Amethi,1139500,0
Shatrunjay Pratap Singh,Log Party,0,Graduate Professional,48,Amethi + Amethi,9802000,0
Gita Rani,All India Majlis-E-Ittehadul Muslimeen,0,Graduate,48,Dhanaura (Sc) + Amroha,10380000,0
Harpal Singh,BSP,0,Graduate,52,Dhanaura (Sc) + Amroha,135015000,600000
Jaswant Singh,IND,0,Graduate,31,Dhanaura (Sc) + Amroha,2273000,0
Mahesh,Bahujan Mukti Party,0,12th Pass,38,Dhanaura (Sc) + Amroha,3765000,0
Pramod Kumar,IND,0,Graduate Professional,26,Dhanaura (Sc) + Amroha,1600000,0
Rajeev Kumar,BJP,0,Post Graduate,40,Dhanaura (Sc) + Amroha,13819017,1481848
Rajendri Alias Uma Devi,IND,0,Literate,48,Dhanaura (Sc) + Amroha,134845400,600000
Samar Pal Singh,INC,0,Post Graduate,67,Dhanaura (Sc) + Amroha,16692000,0
Susheel Kumar Maurya,IND,0,Post Graduate,33,Dhanaura (Sc) + Amroha,2418900,550000
Vivek Singh,SP,0,Post Graduate,32,Dhanaura (Sc) + Amroha,54712697,0
Ajit Kumar,Rashtrawadi Janlok Party (Satya),0,Post Graduate,45,Naugawan Sadat + Amroha,2535000,0
Akram Khan,IND,0,Literate,39,Naugawan Sadat + Amroha,1525112,0
Devender Nagpal,BJP, 4 ,Graduate,51,Naugawan Sadat + Amroha,1407648765,214852017
Dushyant Khare,IND,0,12th Pass,42,Naugawan Sadat + Amroha,50000,0
Hemender Singh Chauhan,AAP,0,12th Pass,29,Naugawan Sadat + Amroha,1330000,113000
Kallu,IND,0,Illiterate,70,Naugawan Sadat + Amroha,2150000,0
Mohd Adil,All India Majlis-E-Ittehadul Muslimeen, 1 ,Graduate Professional,27,Naugawan Sadat + Amroha,2182000,500000
Prateek Chaudhary,IND,0,Graduate Professional,33,Naugawan Sadat + Amroha,6222933,0
Rekha Rani,INC,0,Literate,49,Naugawan Sadat + Amroha,24901535,303000
Samarpal Singh,SP, 2 ,Post Graduate,65,Naugawan Sadat + Amroha,12360000,300000
Shadab Khan,BSP,0,10th Pass,42,Naugawan Sadat + Amroha,21135000,0
Akbar Ali,IND,0,Post Graduate,36,Amroha + Amroha,1061055,0
Islam,AAP,0,Literate,49,Amroha + Amroha,10220000,4050581
Mehboob Ali,SP, 1 ,12th Pass,69,Amroha + Amroha,78672141,3333333
Moh. Ahsan,Pachchasi Parivartan Samaj Party,0,Literate,44,Amroha + Amroha,390000,0
Mohammed Naved Ayaz,BSP, 2 ,Graduate,36,Amroha + Amroha,3149378,0
Ram Singh,BJP,0,10th Pass,60,Amroha + Amroha,24839525,1754628
Saleem Khan,INC, 2 ,Graduate Professional,54,Amroha + Amroha,70317499,2185000
Shakina,IND,0,Literate,66,Amroha + Amroha,78722141,3333333
Shivkumar,Aazad Samaj Party (Kanshi Ram),0,12th Pass,30,Amroha + Amroha,3200000,1000000
Aasim Sabri,INC, 1 ,Graduate Professional,44,Hasanpur + Amroha,48719946,2958148
Abdul Khaliq,Naki Bharatiya Ekta Party,0,8th Pass,35,Hasanpur + Amroha,1753000,0
Abrar Ahmad,Aazad Samaj Party (Kanshi Ram),0,12th Pass,49,Hasanpur + Amroha,10962407,0
Ahtesham Rza Hashmi,All India Majlis-E-Ittehadul Muslimeen,0,Literate,33,Hasanpur + Amroha,1946722,0
Amar Singh,AAP,0,10th Pass,61,Hasanpur + Amroha,14660000,0
Angoori,IND,0,Literate,50,Hasanpur + Amroha,18013894,2160000
Kamal Singh,Rashtriya Parivartan Dal,0,Graduate,46,Hasanpur + Amroha,2745000,0
Mahendra,BJP,0,8th Pass,50,Hasanpur + Amroha,18013894,2160000
Mukhya Gurjar,SP, 11 ,Graduate,55,Hasanpur + Amroha,71295856,22600000
Omkar,Lok Dal,0,Graduate Professional,38,Hasanpur + Amroha,3511878,0
Phireram,BSP,0,8th Pass,38,Hasanpur + Amroha,37095000,0
Suraj,IND,0,Literate,57,Hasanpur + Amroha,3100000,0
Vikar Ahmad,Vikas India Party,0,5th Pass,46,Hasanpur + Amroha,1150000,200000
Anil Kumar,IND,0,Graduate,37,Auraiya (Sc) + Auraiya,3602700,0
Gudiya Katheriya,BJP,0,8th Pass,46,Auraiya (Sc) + Auraiya,1075000,0
Jayveer Singh,IND,0,Graduate,38,Auraiya (Sc) + Auraiya,494125,0
Jitendra Kumar Dohare,SP,0,Post Graduate,36,Auraiya (Sc) + Auraiya,7386453,700000
Muhar Singh Ambadi,Bahujan Mukti Party,0,Others,62,Auraiya (Sc) + Auraiya,13443000,0
Ravi Shastri Dohrey,BSP, 2 ,Post Graduate,32,Auraiya (Sc) + Auraiya,17000000,0
Sani Gautam,IND,0,Graduate Professional,33,Auraiya (Sc) + Auraiya,422047,0
Sarita Dohare,INC,0,10th Pass,41,Auraiya (Sc) + Auraiya,18106845,0
Satish Chandra,IND,0,8th Pass,38,Auraiya (Sc) + Auraiya,298804,0
Suneeta Devi,AAP,0,8th Pass,48,Auraiya (Sc) + Auraiya,56050,0
Vinay Gautam Advocate,Aazad Samaj Party (Kanshi Ram),0,Post Graduate,30,Auraiya (Sc) + Auraiya,214489,0
Ankita Yadav,AAP,0,Post Graduate,36,Dibiyapur + Auraiya,10411658,2352685
Arun Kumar Dubey (Lal Dubey),BSP,0,10th Pass,52,Dibiyapur + Auraiya,244450000,15400000
Ashrit Prakash Darshan,IND,0,Graduate,33,Dibiyapur + Auraiya,1180000,0
Dhirendra Singh Gautam,Aazad Samaj Party (Kanshi Ram),0,Graduate,25,Dibiyapur + Auraiya,25000,0
Gopal Swaroop Gandhi,Kisan Majdoor Berojgar Sangh,0,Post Graduate,59,Dibiyapur + Auraiya,2335700,0
Lakhan Singh,IND,0,8th Pass,57,Dibiyapur + Auraiya,10155982,0
Lakhan Singh Rajput,BJP,0,Graduate Professional,64,Dibiyapur + Auraiya,9176396,0
Manoj Kumar,INC,0,Graduate,29,Dibiyapur + Auraiya,1001000,0
Om Prakash Rajput,Jan Adhikar Party,0,Post Graduate,42,Dibiyapur + Auraiya,8200000,212341
Pradeep Kumar Yadav,SP, 2 ,Graduate Professional,64,Dibiyapur + Auraiya,67971831,2093281
Sadhana,Sabka Dal United,0,12th Pass,27,Dibiyapur + Auraiya,230000,0
Akhilesh Kumar Tripathi,IND,0,Post Graduate,43,Bidhuna + Auraiya,8935010,0
Amar Deep,Kisan Majdoor Berojgar Sangh,0,Post Graduate,37,Bidhuna + Auraiya,132000,0
Er. Shivam Pal,Rashtriya Samaj Paksha,0,Post Graduate,29,Bidhuna + Auraiya,86451,0
Gaurav Raghuvanshi,BSP, 1 ,Others,41,Bidhuna + Auraiya,2223281,0
Jitendra Singh,AAP,0,Graduate,35,Bidhuna + Auraiya,3622752,0
Ram Singh,Bhartiya Shakti Chetna Party,0,5th Pass,64,Bidhuna + Auraiya,956000,0
Rekha Verma,SP,0,Post Graduate,61,Bidhuna + Auraiya,130916338,2139000
Riya Shakya,BJP,0,Graduate,25,Bidhuna + Auraiya,1391541,0
Sanjiv Kumar,Jan Adhikar Party,0,Post Graduate,46,Bidhuna + Auraiya,1150000,0
Suman Vyas,INC,0,Post Graduate,58,Bidhuna + Auraiya,33825000,0
Awadhesh Prasad,SP, 1 ,Post Graduate,77,Milkipur (Sc) + Ayodhya,39679511,1000000
Baba Gorakhnath,BJP, 1 ,Graduate,37,Milkipur (Sc) + Ayodhya,16093414,4150000
Brijesh Kumar,INC,0,Post Graduate,46,Milkipur (Sc) + Ayodhya,5840000,2350000
Hash Bardhan,AAP,0,10th Pass,67,Milkipur (Sc) + Ayodhya,8384597,770875
Mira Devi,BSP,0,8th Pass,39,Milkipur (Sc) + Ayodhya,21573540,0
Radheshyam,Moulik Adhikar Party,0,Graduate,65,Milkipur (Sc) + Ayodhya,1556000,0
Shiv Murti,IND,0,Graduate Professional,31,Milkipur (Sc) + Ayodhya,35000,0
Akhilesh Yadav,INC, 6 ,12th Pass,37,Bikapur + Ayodhya,30150668,3830184
Amit Singh Chauhan,BJP,0,Graduate Professional,34,Bikapur + Ayodhya,11979411,1285652
Bhupendra Pratap,IND,0,12th Pass,46,Bikapur + Ayodhya,3412859,310000
Disha Patel,Apana Dal Balihari Party, 1 ,Graduate,31,Bikapur + Ayodhya,9776129,0
Firoz Khan,SP, 1 ,Graduate,46,Bikapur + Ayodhya,66039409,0
Hajari Lal,Rashtriya Bhagidari Party,0,Post Graduate,47,Bikapur + Ayodhya,11838000,355000
Jang Bahadur,Moulik Adhikar Party,0,12th Pass,37,Bikapur + Ayodhya,2342700,650000
Madhu Dwivedi,CPI,0,Post Graduate,46,Bikapur + Ayodhya,1821500,75000
Raj Kumar,Jan Adhikar Party,0,10th Pass,26,Bikapur + Ayodhya,152000,0
Sunil,BSP, 3 ,Post Graduate,56,Bikapur + Ayodhya,15131337,188105
Sunil Kumar,AAP,0,Post Graduate,45,Bikapur + Ayodhya,7772806,1100000
Brajendra Dutt Tripathi,Adarshwaadi Congress Party,0,Post Graduate,47,Ayodhya + Ayodhya,236558,0
Rajesh Kumar,Jan Adhikar Party (Loktantrik),0,Post Graduate,39,Ayodhya + Ayodhya,2411518,0
Ramesh Kumar Chaubey,Bhartiya Shakti Chetna Party,0,8th Pass,37,Ayodhya + Ayodhya,6323036,959082
Ravi Prakash,BSP, 3 ,12th Pass,33,Ayodhya + Ayodhya,1613438,1033051
Reeta,INC, 1 ,12th Pass,49,Ayodhya + Ayodhya,29169409,640350
Sanjay Sharma,Moulik Adhikar Party,0,Graduate,38,Ayodhya + Ayodhya,4789303,0
Subham Srivastav,AAP, 2 ,Graduate,28,Ayodhya + Ayodhya,165000,0
Suryakant Pandey,CPI,0,10th Pass,60,Ayodhya + Ayodhya,2996150,0
Tej Narayan,SP, 7 ,Post Graduate,41,Ayodhya + Ayodhya,2296129,1410906
Ved Prakash,BJP,0,Graduate,74,Ayodhya + Ayodhya,55300914,1286050
Abhay Singh,SP, 10 ,Graduate,47,Goshainganj + Ayodhya,67124503,3620426
Alok Dwivedi,AAP,0,Post Graduate,39,Goshainganj + Ayodhya,3685500,875000
Arti Tiwari,BJP,0,Post Graduate,30,Goshainganj + Ayodhya,9126000,193054
Bed Prakash,Vikassheel Insaan Party,0,8th Pass,37,Goshainganj + Ayodhya,261400,0
Ram Sagar,BSP,0,12th Pass,50,Goshainganj + Ayodhya,36063366,2746852
Sarvesh Kumar,IND, 4 ,Graduate,39,Goshainganj + Ayodhya,3970000,0
Savita,Kisan Party (Loktantrik),0,Post Graduate,35,Goshainganj + Ayodhya,7870000,800000
Sharada Devi,INC,0,5th Pass,66,Goshainganj + Ayodhya,48431876,360000
Abbas Ali Zaidi Alias Rushdi,BSP, 1 ,Graduate,46,Rudauli + Ayodhya,176747283,1705000
Anand Sen,SP, 2 ,12th Pass,58,Rudauli + Ayodhya,37466721,1381545
Dayanand Shukla,INC,0,10th Pass,53,Rudauli + Ayodhya,41082645,300000
Kumud Kumari,Rashtrawadi Party of India,0,12th Pass,38,Rudauli + Ayodhya,106500,0
Kusum Kumar,IND,0,Graduate,32,Rudauli + Ayodhya,172000,0
Manoj Kumar Mishra,AAP,0,Graduate Professional,32,Rudauli + Ayodhya,1660000,0
Mo. Munsaf,Peace Party,0,12th Pass,50,Rudauli + Ayodhya,2575000,0
Mohammad Sher Afgan,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,45,Rudauli + Ayodhya,23289169,0
Raj Karan,Sabka Dal United,0,Post Graduate,31,Rudauli + Ayodhya,650000,0
Ram Chandra Yadav,BJP, 2 ,12th Pass,53,Rudauli + Ayodhya,24685191,14889410
Dr. Sangram,SP, 5 ,Post Graduate,51,Atrauliya + Azamgarh,30383322,0
Dr.Seema Pandey,IND,0,Post Graduate,52,Atrauliya + Azamgarh,91179394,18468521
Prashant Singh,Nirbal Indian Shoshit Hamara Aam Dal,0,Graduate Professional,40,Atrauliya + Azamgarh,51286151,8402270
Ram Devi,IND,0,Literate,53,Atrauliya + Azamgarh,367500,0
Ramdhari,Rashtriya Bhagidari Party,0,8th Pass,38,Atrauliya + Azamgarh,141000,0
Ramesh Chand,INC,0,Graduate Professional,46,Atrauliya + Azamgarh,9845000,0
Ramesh Kumar,AAP,0,12th Pass,57,Atrauliya + Azamgarh,22489071,6545785
Saroj Kumar,BSP,0,Doctorate,61,Atrauliya + Azamgarh,91199394,18468521
Saurabh Nishad,Vikassheel Insaan Party, 1 ,Graduate Professional,29,Atrauliya + Azamgarh,216743,0
Umesh Kumar Maurya,Jan Adhikar Party,0,Graduate,27,Atrauliya + Azamgarh,6000,0
Abdula,All India Majlis-E-Ittehadul Muslimeen, 2 ,8th Pass,31,Gopalpur + Azamgarh,167000,0
Er. Sunil Kumar Yadav,AAP,0,Graduate Professional,36,Gopalpur + Azamgarh,10778173,0
Manoj Kumar,Bahujan Mukti Party,0,Graduate,38,Gopalpur + Azamgarh,3170000,0
Mirza Shan Alam Beg,INC, 3 ,Graduate Professional,35,Gopalpur + Azamgarh,3348285,0
Mitrasen,IND,0,Graduate,34,Gopalpur + Azamgarh,2000943,450000
Munna Lal,Rashtrawadi Janwadi Manch,0,Graduate,41,Gopalpur + Azamgarh,13600,0
Nafees Ahmad,SP, 1 ,Post Graduate,41,Gopalpur + Azamgarh,10876777,0
Ramesh Chand Yadav,BSP,0,Graduate Professional,52,Gopalpur + Azamgarh,62511332,7758938
Satyendra Rai,BJP, 4 ,12th Pass,46,Gopalpur + Azamgarh,76251935,26270906
Subash,Naitik Party,0,Others,37,Gopalpur + Azamgarh,2888000,0
Yogendra Yadav,Vikassheel Insaan Party, 2 ,Others,58,Gopalpur + Azamgarh,5700000,0
Abhimanyu,Bahujan Mukti Party,0,12th Pass,49,Sagri + Azamgarh,4920000,320000
Amirchand Ramlakhan Yadav,Aazad Samaj Party (Kanshi Ram),0,Graduate Professional,58,Sagri + Azamgarh,123090000,4100000
Babulal Bharti,IND,0,12th Pass,56,Sagri + Azamgarh,712000,0
Bandana Singh,BJP,0,Post Graduate,40,Sagri + Azamgarh,26845497,0
Chandrika,IND,0,Not Given,53,Sagri + Azamgarh,2065000,0
Hriday Narayan Singh Patel,SP,0,Post Graduate,52,Sagri + Azamgarh,164616030,25758000
Ishrak,IND, 4 ,Literate,32,Sagri + Azamgarh,48279,0
Mukesh Rai,AAP,0,Post Graduate,47,Sagri + Azamgarh,7564500,882000
Nesar,Peace Party,0,Literate,54,Sagri + Azamgarh,3333000,0
Pankaj Maurya,Jan Adhikar Party,0,Graduate,32,Sagri + Azamgarh,297000,0
Rana Khatoon,INC,0,Post Graduate,68,Sagri + Azamgarh,4724162,0
Sahtu,IND,0,5th Pass,54,Sagri + Azamgarh,129000,0
Virendra Yadav,Aam Janta Party (India),0,12th Pass,42,Sagri + Azamgarh,1181000,0
Abdussalam,BSP,0,Graduate,64,Mubarakpur + Azamgarh,23975245,5100000
Akhilesh,SP, 3 ,12th Pass,59,Mubarakpur + Azamgarh,1648201,0
Arvind Jaiswal,BJP, 2 ,Post Graduate,51,Mubarakpur + Azamgarh,137402325,0
Kanhaiya,Aazad Samaj Party (Kanshi Ram), 1 ,Graduate,31,Mubarakpur + Azamgarh,27500,0
Lal Bihari Mritak,IND,0,Literate,66,Mubarakpur + Azamgarh,11443110,1500000
Mohammad Shameem,Bhartiya Sabka Dal,0,8th Pass,58,Mubarakpur + Azamgarh,205000,0
Narendra Singh Chauhan,AAP,0,Graduate,26,Mubarakpur + Azamgarh,3110000,0
Parveen Bano,INC,0,10th Pass,39,Mubarakpur + Azamgarh,293140,0
Phuljhari Devi,IND,0,5th Pass,39,Mubarakpur + Azamgarh,125000,0
Radheshyam,Rashtriya Bhagidari Party,0,Graduate,66,Mubarakpur + Azamgarh,6866000,0
Ramdulare Rajbhar,Jan Adhikar Party,0,8th Pass,42,Mubarakpur + Azamgarh,2140000,0
Ravishankar Bharat,Jan Raajya Party, 1 ,Post Graduate,40,Mubarakpur + Azamgarh,6858738,3680000
Shah Alam (Guddu Jamali),All India Majlis-E-Ittehadul Muslimeen, 1 ,Post Graduate,48,Mubarakpur + Azamgarh,1958570465,30634000
Akhilesh Kumar Mishra,BJP,0,Post Graduate,39,Azamgarh + Azamgarh,102031770,888599
Durga Prasad Yadav,SP, 3 ,Graduate Professional,69,Azamgarh + Azamgarh,224022739,1211494
Kamar Kamal,All India Majlis-E-Ittehadul Muslimeen,0,Graduate Professional,28,Azamgarh + Azamgarh,52000,0
Kripa Shankar Pathak,AAP, 2 ,Graduate,59,Azamgarh + Azamgarh,1503808,13000
Praveen Kumar Singh,INC, 4 ,Post Graduate,46,Azamgarh + Azamgarh,8703727,8807684
Rajiv Kumar Singh,IND,0,Graduate,45,Azamgarh + Azamgarh,7754000,0
Rishikant Yadav,Aazad Samaj Party (Kanshi Ram),0,12th Pass,29,Azamgarh + Azamgarh,2053500,1020000
Suryanath,Bhartiya Gadar Party (S),0,12th Pass,49,Azamgarh + Azamgarh,10088282,50000
Sushil Kumar Singh,BSP, 2 ,Post Graduate,46,Azamgarh + Azamgarh,56624130,2200000
Abdurrahman Ansari,All India Majlis-E-Ittehadul Muslimeen, 1 ,Graduate,50,Nizamabad + Azamgarh,4600000,0
Akhtar Ali,Aazad Samaj Party (Kanshi Ram),0,Doctorate,48,Nizamabad + Azamgarh,2938000,0
Alam Badi,SP,0,12th Pass,86,Nizamabad + Azamgarh,5001036,0
Anil Kumar Yadav,INC, 1 ,Post Graduate,31,Nizamabad + Azamgarh,174409,0
Arasad,Bahujan Kranti Party (Marxwad-Ambedkarwad),0,12th Pass,45,Nizamabad + Azamgarh,4183000,0
Jitendra,CPI,0,Post Graduate,48,Nizamabad + Azamgarh,627994,0
Manoj,BJP,0,Graduate,39,Nizamabad + Azamgarh,14960524,586600
Piyush Kumar Singh,BSP,0,Graduate Professional,41,Nizamabad + Azamgarh,345092949,13419881
Rajiv Yadav,IND,0,Others,38,Nizamabad + Azamgarh,1675169,0
Rajmani Mishra,IND,0,Graduate,69,Nizamabad + Azamgarh,0,0
Shah Kamar,Rashtriya Jantantrik Bharat Vikas Party, 4 ,Literate,30,Nizamabad + Azamgarh,40789,0
Shahriyar Mohammed Sadiq,AAP,0,10th Pass,48,Nizamabad + Azamgarh,7053165,0
Sushil Kumar Yadav,Rashtriya Teesara Vikalp Party,0,Graduate,34,Nizamabad + Azamgarh,132000,0
Amit Kumar,Aazad Samaj Party (Kanshi Ram),0,Graduate,29,Phoolpur-Pawai + Azamgarh,700000,0
Jitendra Kumar,IND,0,Graduate,68,Phoolpur-Pawai + Azamgarh,3050500,0
Kiran,AAP,0,Graduate,30,Phoolpur-Pawai + Azamgarh,793200,100000
Mo Shahid,INC,0,Graduate,36,Phoolpur-Pawai + Azamgarh,3791095,200000
Paras Nath,IND,0,12th Pass,70,Phoolpur-Pawai + Azamgarh,9795000,0
Ram Avtar,IND,0,Graduate,43,Phoolpur-Pawai + Azamgarh,1100000,180000
Ram Surat,BJP, 3 ,Graduate Professional,61,Phoolpur-Pawai + Azamgarh,2211029,0
Ramakant,SP, 3 ,10th Pass,62,Phoolpur-Pawai + Azamgarh,102209852,0
Shakeel Ahmad,BSP, 2 ,Graduate,56,Phoolpur-Pawai + Azamgarh,38745659,0
Yogendra Pratap,Jan Adhikar Party,0,Graduate,46,Phoolpur-Pawai + Azamgarh,4292000,70000
Awadhesh Kumar Singh,INC,0,Graduate,52,Didarganj + Azamgarh,105135186,6103143
Gulab,IND,0,Post Graduate,47,Didarganj + Azamgarh,4572282,0
Huzaifa Amir,Rashtriya Ulama Council, 10 ,Graduate,25,Didarganj + Azamgarh,280125,0
Jalaluddin,IND, 1 ,Literate,62,Didarganj + Azamgarh,1732165,2600
Jitendra,Bahujan Mukti Party,0,10th Pass,41,Didarganj + Azamgarh,1067000,0
Kamalkant,SP,0,Post Graduate,40,Didarganj + Azamgarh,41697663,2000000
Krishnamurari,BJP,0,Graduate Professional,59,Didarganj + Azamgarh,30744292,5141678
Lalman Yadav,Sanatan Sanskriti Raksha Dal,0,8th Pass,49,Didarganj + Azamgarh,90100,0
Mahendra Prasad Bind,Peoples Party of India (Democratic),0,Post Graduate,34,Didarganj + Azamgarh,4469219,770000
Mohammad Nadeen Khan,IND,0,Graduate,45,Didarganj + Azamgarh,150000,0
Rashmi Vishwakarma,AAP,0,Post Graduate,40,Didarganj + Azamgarh,94630,0
Vipendra,IND,0,Post Graduate,47,Didarganj + Azamgarh,15052236,200000
Zaved,All India Majlis-E-Ittehadul Muslimeen,0,8th Pass,57,Didarganj + Azamgarh,2110000,0
Arvind,Bahujan Awam Party,0,8th Pass,32,Lalganj (Sc) + Azamgarh,278000,0
Azad Arimardan,BSP, 1 ,Graduate Professional,49,Lalganj (Sc) + Azamgarh,133233633,0
Bechai,SP,0,12th Pass,51,Lalganj (Sc) + Azamgarh,8243697,500000
Hariram,AAP,0,Post Graduate,55,Lalganj (Sc) + Azamgarh,19990979,0
Karmraj,LJP,0,Graduate,56,Lalganj (Sc) + Azamgarh,11939000,0
Neelam,BJP, 1 ,Post Graduate,46,Lalganj (Sc) + Azamgarh,61301747,5400000
Pushpa Bhartiy,INC,0,Post Graduate,30,Lalganj (Sc) + Azamgarh,139000,0
Rajnath Dasai Jaiswar,Aazad Samaj Party (Kanshi Ram),0,8th Pass,54,Lalganj (Sc) + Azamgarh,947000,50000
Ramchandar,IND, 4 ,5th Pass,51,Lalganj (Sc) + Azamgarh,6159000,50000
Ripusudan,Jan Adhikar Party,0,8th Pass,52,Lalganj (Sc) + Azamgarh,1470000,0
Gitanjali Devi,AAP,0,Graduate Professional,40,Mehnagar (Sc) + Azamgarh,285200,0
Jiyalal,CPI,0,Graduate,48,Mehnagar (Sc) + Azamgarh,1591645,115000
Karmveer Azad,All India Majlis-E-Ittehadul Muslimeen,0,12th Pass,45,Mehnagar (Sc) + Azamgarh,190000,0
Manjoo Saroj,BJP,0,Graduate,38,Mehnagar (Sc) + Azamgarh,22446103,2535405
Nirmala Bharti,INC,0,Graduate,41,Mehnagar (Sc) + Azamgarh,1105000,0
Pankaj Kumar,BSP,0,Post Graduate,36,Mehnagar (Sc) + Azamgarh,2109000,0
Puja,SP,0,Post Graduate,31,Mehnagar (Sc) + Azamgarh,10911028,3600000
Ramlakhan Pal Dhangar,Rashtriya Shoshit Samaj Party,0,8th Pass,60,Mehnagar (Sc) + Azamgarh,4380000,0
Ajay Kumar,RLD, 1 ,Doctorate,64,Chhaprauli + Baghpat,44536185,0
Ajay Kumar,IND,0,12th Pass,48,Chhaprauli + Baghpat,9465000,1100000
Anees,All India Majlis-E-Ittehadul Muslimeen,0,8th Pass,36,Chhaprauli + Baghpat,674000,0
Chandrapal,Indian Nationalist Alliance Party (India),0,8th Pass,60,Chhaprauli + Baghpat,29000,20000
Dr. Rajendra Khokhar,AAP,0,Graduate Professional,61,Chhaprauli + Baghpat,16754000,0
Kaptan,Akhil Bhartiya Lok Dal,0,Graduate,35,Chhaprauli + Baghpat,9540999,1924000
Mohd. Yunus,INC, 1 ,Graduate Professional,58,Chhaprauli + Baghpat,323578000,600000
Naresh,Bhartiya Tarak Samaj Party,0,Literate,64,Chhaprauli + Baghpat,388000,0
Sahender Singh Ramala,BJP,0,10th Pass,56,Chhaprauli + Baghpat,845070499,111385036
Sahik,BSP,0,8th Pass,44,Chhaprauli + Baghpat,10730000,400000
Satveer Kashyap,Vikassheel Insaan Party,0,Literate,47,Chhaprauli + Baghpat,13310000,0
